TimesSeries,Air temperature,Humidity(relative),AirPressure,Water content,Soil Electrical Conductivity,Soil Temp,Mock evapotranspiration rate,Insolation(W),Insolation(MJ),Wind speed,Wind direction1,Wind direction2,Evapotranspiration rate
year/month/day/hour/minute,Deg C,%,mbar,m^3/m^3,dS/m,Deg C,mm,W/m^2,MJ/m^2,meters/second,Deg,Deg,mV/mV
2019/09/16 14:25,29.11,79.8,1013.127,0.161,0.122,28.16,0.072,94.5,0.02853048,3.791,91.2,15.68,15.43
2019/09/16 14:30,29.13,78.58,1013.047,0.161,0.122,28.14,0.074,96.5,0.02861492,4.01,93,18.11,15.45
2019/09/16 14:35,29.22,79.99,1012.995,0.161,0.122,28.08,0.074,96.7,0.02896334,3.835,96.6,14.91,15.44
2019/09/16 14:40,29.25,79.89,1012.999,0.161,0.122,28.04,0.075,99.1,0.02931539,4.18,95.7,18.77,15.43
2019/09/16 14:45,29.24,81,1013.051,0.161,0.122,28.03,0.056,100.1,0.02791311,2.998,100.4,18.46,15.43
2019/09/16 14:50,29.28,82.1,1013.086,0.161,0.122,28.07,0.042,102.2,0.03028134,2.092,100.8,34.14,15.43
2019/09/16 14:55,29.27,81.4,1013.053,0.161,0.122,28.12,0.051,108.3,0.03130297,2.713,88.1,17.62,15.43
2019/09/16 15:00,29.35,81.7,1013.053,0.161,0.122,28.16,0.034,116.1,0.03363018,1.558,114.3,28.6,15.42
2019/09/16 15:05,29.39,82.5,1013.097,0.161,0.122,28.21,0.032,125.9,0.03630821,1.416,113,25.84,15.42
2019/09/16 15:10,29.4,80.3,1013.076,0.161,0.122,28.25,0.042,130.3,0.03847748,1.949,107.5,28.19,15.42
2019/09/16 15:15,29.49,80.4,1013.049,0.161,0.122,28.32,0.042,127.2,0.03902781,1.858,103.7,21.12,15.42
2019/09/16 15:20,29.53,80.1,1013.037,0.161,0.122,28.37,0.036,109.1,0.03571919,1.539,123.5,26.19,15.42
2019/09/16 15:25,29.51,81.6,1013.046,0.161,0.122,28.41,0.039,90.8,0.02470532,1.895,106.9,24.47,15.41
2019/09/16 15:30,29.46,81.8,1013.038,0.161,0.122,28.43,0.032,87.3,0.02868037,1.467,110.1,20.82,15.41
2019/09/16 15:35,29.48,83.1,1013.093,0.161,0.122,28.48,0.029,137.3,0.03236922,1.368,114.8,35.44,15.41
2019/09/16 15:40,29.43,82.5,1013.086,0.161,0.122,28.53,0.032,121.2,0.04022546,1.439,101.2,27.4,15.41
2019/09/16 15:45,29.42,83.2,1013.066,0.161,0.122,28.59,0.032,123.4,0.03440247,1.467,111.2,37.17,15.41
2019/09/16 15:50,29.46,83.7,1013.023,0.161,0.122,28.64,0.021,119.8,0.03842006,0.755,106.3,27.9,15.41
2019/09/16 15:55,29.43,81.5,1012.95,0.161,0.122,28.7,0.034,117.8,0.03480788,1.641,97.8,30.45,15.41
2019/09/16 16:00,29.29,83,1012.886,0.161,0.122,28.72,0.03,96.4,0.03152708,1.403,104.7,19.01,15.41
2019/09/16 16:05,29.32,83.4,1012.836,0.161,0.122,28.75,0.03,64.16,0.02495396,1.521,90.3,19.3,15.41
2019/09/16 16:10,29.28,83.4,1012.86,0.161,0.122,28.76,0.036,104.1,0.02534437,2.021,104,21.67,15.41
2019/09/16 16:15,29.34,83.8,1012.866,0.161,0.122,28.77,0.039,120.1,0.03405526,2.154,105.1,16.16,15.4
2019/09/16 16:20,29.38,82.2,1012.873,0.161,0.122,28.78,0.046,125.4,0.03693707,2.513,105.9,21.18,15.4
2019/09/16 16:25,29.44,83.7,1012.806,0.161,0.122,28.78,0.035,130.5,0.03830826,1.703,100.3,20.43,15.4
2019/09/16 16:30,29.48,82.2,1012.774,0.161,0.122,28.79,0.057,108.1,0.03664007,3.404,102,21.02,15.42
2019/09/16 16:35,29.35,83,1012.848,0.161,0.122,28.76,0.067,105.7,0.03267369,4.302,89.1,14.49,15.4
2019/09/16 16:40,29.02,82.8,1012.914,0.161,0.122,28.7,0.069,111.9,0.03124799,4.56,95.9,13.63,15.4
2019/09/16 16:45,28.87,82.3,1012.877,0.161,0.122,28.63,0.066,108.5,0.03409797,4.081,88.7,16.59,15.4
2019/09/16 16:50,28.76,81.6,1012.892,0.161,0.122,28.54,0.071,88.4,0.03043687,4.223,93.3,14.72,15.4
2019/09/16 16:55,28.79,82.3,1012.983,0.161,0.122,28.45,0.057,84.5,0.02401934,3.421,89.4,14.33,15.39
2019/09/16 17:00,28.74,80.6,1012.942,0.161,0.122,28.39,0.061,75.38,0.02372896,3.582,89.5,16.73,15.39
2019/09/16 17:05,28.75,79.91,1012.913,0.161,0.122,28.32,0.063,69.76,0.02168805,3.598,88,14.99,15.39
2019/09/16 17:10,28.77,80.1,1012.914,0.161,0.122,28.25,0.067,61.29,0.01980622,3.68,87.7,16.36,15.38
2019/09/16 17:15,28.84,81.6,1013.032,0.161,0.122,28.17,0.057,50.29,0.01652661,3.209,91,18.5,15.38
2019/09/16 17:20,28.89,82.5,1013.085,0.161,0.122,28.12,0.056,44.03,0.01410167,3.476,87.4,26.4,15.38
2019/09/16 17:25,28.92,83.1,1013.142,0.161,0.122,28.08,0.043,41.02,0.01268482,2.605,87.6,24.78,15.38
2019/09/16 17:30,28.98,83.9,1013.188,0.161,0.122,28.05,0.055,35.35,0.01158689,3.775,92.5,14.77,15.38
2019/09/16 17:35,28.93,83.9,1013.234,0.161,0.122,28.03,0.048,28.1,0.009473266,3.231,89.6,16.74,15.37
2019/09/16 17:40,28.88,83.7,1013.256,0.161,0.122,28,0.053,23.57,0.007726265,3.693,96,17.26,15.37
2019/09/16 17:45,28.88,83.7,1013.374,0.161,0.122,27.95,0.055,17.35,0.005920836,3.971,91.9,14.52,15.38
2019/09/16 17:50,28.84,84.9,1013.37,0.161,0.121,27.92,0.046,16.81,0.005316917,3.316,91.2,16.04,15.37
2019/09/16 17:55,28.79,85,1013.395,0.161,0.122,27.89,0.043,11.68,0.004273077,3.215,85.1,12.79,15.37
2019/09/16 18:00,28.77,84.6,1013.603,0.161,0.121,27.87,0.045,7.187,0.002787928,3.356,95.9,14.03,15.36
2019/09/16 18:05,28.73,85.8,1013.719,0.161,0.121,27.84,0.028,3.989,0.001642164,2.07,101.8,18.35,15.36
2019/09/16 18:10,28.66,86.6,1013.691,0.161,0.121,27.84,0.015,1.563,0.000762142,1.387,105.6,15.71,15.36
2019/09/16 18:15,28.66,87,1013.601,0.161,0.121,27.85,0.019,0.785,0.000312798,1.908,97.5,13.14,15.36
2019/09/16 18:20,28.63,86.1,1013.597,0.162,0.121,27.83,0.022,0.179,0.000141498,2.366,110.9,20.87,15.36
2019/09/16 18:25,28.72,86.3,1013.712,0.162,0.121,27.8,0.021,0.021,2.50E-05,2.169,112.3,21.14,15.37
2019/09/16 18:30,28.72,86.6,1013.8,0.162,0.121,27.78,0.019,0.004,6.46E-06,1.95,114.9,23.32,15.36
2019/09/16 18:35,28.74,87,1013.856,0.162,0.121,27.76,0.02,0.005,2.40E-06,2.08,122.8,20.64,15.36
2019/09/16 18:40,28.77,87.2,1013.968,0.162,0.121,27.76,0.023,0.018,3.50E-06,2.686,119.3,17.85,15.36
2019/09/16 18:45,28.74,85.6,1013.987,0.162,0.121,27.75,0.024,0,1.73E-06,2.934,113,25.61,15.36
2019/09/16 18:50,27.99,84.3,1013.793,0.162,0.121,27.64,0.033,0.023,1.74E-06,3.32,144.4,26.89,15.38
2019/09/16 18:55,26.85,84.1,1013.555,0.161,0.121,27.4,0.026,0.002,2.18E-06,2.381,132.6,24.19,15.43
2019/09/16 19:00,26.01,85.7,1013.342,0.162,0.122,27.13,0.007,0.021,2.52E-06,0.542,123.1,23.94,15.45
2019/09/16 19:05,25.65,89,1013.338,0.163,0.123,27.01,0.007,0,2.04E-06,0.661,34.47,26.89,15.45
2019/09/16 19:10,25.33,91.1,1013.484,0.163,0.123,26.91,0.009,0,2.12E-06,1.131,19.82,10.88,15.45
2019/09/16 19:15,25.1,88.2,1013.538,0.163,0.123,26.8,0.01,0,2.37E-06,1.384,48.87,25.2,15.45
2019/09/16 19:20,25.23,87.8,1013.454,0.164,0.123,26.69,0.01,0,2.06E-06,1.103,35.55,16.31,15.45
2019/09/16 19:25,25.4,89.1,1013.5,0.164,0.123,26.61,0.009,0.029,2.41E-06,0.956,21.67,19.02,15.45
2019/09/16 19:30,25.37,89.1,1013.502,0.164,0.123,26.56,0.008,0.011,2.28E-06,0.854,55.56,18.67,15.45
2019/09/16 19:35,25.49,89.2,1013.552,0.164,0.123,26.5,0.009,0,2.82E-06,1.013,63.88,21.52,15.45
2019/09/16 19:40,25.54,89.9,1013.557,0.164,0.123,26.47,0.009,0,1.61E-06,1.064,51.05,11.72,15.45
2019/09/16 19:45,25.59,90.4,1013.535,0.164,0.123,26.44,0.01,0,1.90E-06,1.334,59.78,10.93,15.45
2019/09/16 19:50,25.59,90.9,1013.586,0.164,0.123,26.41,0.009,0.03,2.21E-06,1.244,66.62,9.95,15.45
2019/09/16 19:55,25.62,91.5,1013.623,0.164,0.123,26.39,0.007,0.016,2.23E-06,0.992,48.91,13.78,15.45
2019/09/16 20:00,25.71,91.7,1013.682,0.164,0.123,26.4,0.007,0.007,2.24E-06,1.151,48.85,13.35,15.45
2019/09/16 20:05,25.82,91.2,1013.794,0.164,0.123,26.39,0.008,0.023,2.42E-06,1.284,46.11,15.67,15.45
2019/09/16 20:10,25.94,90.9,1013.839,0.165,0.123,26.36,0.008,0,2.46E-06,1.04,43.86,22.14,15.44
2019/09/16 20:15,26.01,90.9,1013.884,0.165,0.123,26.36,0.009,0,1.73E-06,1.26,38.2,15.01,15.45
2019/09/16 20:20,26.14,90.5,1013.881,0.165,0.123,26.35,0.008,0,1.60E-06,1.071,34.09,18.66,15.44
2019/09/16 20:25,26.29,90.3,1013.887,0.165,0.124,26.35,0.01,0,1.86E-06,1.319,49.26,20.95,15.44
2019/09/16 20:30,26.51,88.9,1013.879,0.165,0.124,26.34,0.013,0,1.52E-06,1.735,74.35,23.6,15.44
2019/09/16 20:35,26.85,87.7,1013.859,0.165,0.124,26.34,0.016,0.014,2.06E-06,2.019,71.49,16.96,15.44
2019/09/16 20:40,27,86.9,1013.849,0.165,0.124,26.35,0.016,0.002,1.54E-06,1.87,61.57,21.52,15.44
2019/09/16 20:45,27.23,86.2,1013.878,0.165,0.124,26.36,0.017,0,2.88E-06,1.69,66.72,17.33,15.44
2019/09/16 20:50,27.29,87,1013.881,0.165,0.124,26.36,0.016,0.002,1.62E-06,1.604,64.71,12.71,15.44
2019/09/16 20:55,27.25,85.8,1013.89,0.165,0.124,26.36,0.017,0.016,2.32E-06,1.929,64.32,15.88,15.44
2019/09/16 21:00,27.45,85.1,1013.9,0.165,0.124,26.38,0.018,0,1.76E-06,1.683,65.24,20.21,15.44
2019/09/16 21:05,27.48,84.9,1013.935,0.165,0.124,26.38,0.016,0.018,1.80E-06,1.404,55.26,24.35,15.44
2019/09/16 21:10,27.47,85.5,1014.003,0.165,0.123,26.38,0.014,0.025,2.16E-06,1.208,56.29,21.92,15.44
2019/09/16 21:15,27.5,84.9,1014.016,0.165,0.124,26.39,0.015,0,2.52E-06,1.307,63.82,20.24,15.44
2019/09/16 21:20,27.49,84.6,1014.033,0.165,0.123,26.39,0.016,0,1.72E-06,1.398,71.59,23.42,15.44
2019/09/16 21:25,27.45,85.5,1014.089,0.165,0.123,26.41,0.01,0,1.28E-06,0.82,49.77,13.48,15.44
2019/09/16 21:30,27.34,86,1014.104,0.165,0.123,26.42,0.012,0,2.09E-06,0.978,43.98,19.13,15.44
2019/09/16 21:35,27.33,86.3,1014.082,0.166,0.123,26.41,0.01,0,1.77E-06,0.891,48.26,17.28,15.44
2019/09/16 21:40,27.3,86.5,1014.146,0.166,0.123,26.41,0.014,0,1.46E-06,1.386,58.58,28.68,15.44
2019/09/16 21:45,27.44,86.9,1014.167,0.166,0.123,26.43,0.012,0.013,1.25E-06,1.127,39.56,26.9,15.43
2019/09/16 21:50,27.2,88.3,1014.141,0.166,0.123,26.43,0.009,0.032,1.83E-06,0.853,24.62,6.883,15.43
2019/09/16 21:55,27.02,89.2,1014.099,0.166,0.123,26.43,0.008,0.009,1.97E-06,0.794,10.42,16.18,15.43
2019/09/16 22:00,26.91,89.8,1014.094,0.166,0.123,26.42,0.007,0.038,2.15E-06,0.726,4.547,14.9,15.44
2019/09/16 22:05,26.81,90.3,1014.065,0.166,0.123,26.41,0.007,0,2.02E-06,0.82,14.35,14.45,15.43
2019/09/16 22:10,26.86,90.1,1014.067,0.166,0.123,26.42,0.008,0,1.63E-06,1.109,21.74,17.34,15.43
2019/09/16 22:15,26.96,90.8,1014.05,0.166,0.123,26.41,0.008,0.014,1.81E-06,1.061,19.84,22.83,15.44
2019/09/16 22:20,27.13,90.8,1014.025,0.166,0.123,26.43,0.009,0.007,1.50E-06,1.188,36.21,16.95,15.44
2019/09/16 22:25,27.26,90.8,1014.048,0.166,0.123,26.45,0.007,0,1.73E-06,0.882,38.06,29.41,15.43
2019/09/16 22:30,27.41,90.5,1014.112,0.166,0.123,26.49,0.007,0,1.59E-06,0.843,34.37,21.25,15.43
2019/09/16 22:35,27.43,91.1,1014.11,0.166,0.123,26.51,0.006,0,2.42E-06,0.701,21.4,15.23,15.43
2019/09/16 22:40,27.46,90.9,1014.146,0.166,0.123,26.52,0.007,0.009,2.16E-06,0.963,19.65,17.27,15.43
2019/09/16 22:45,27.26,91.6,1014.163,0.166,0.123,26.54,0.007,0.009,1.89E-06,0.998,16.33,19.58,15.43
2019/09/16 22:50,27.18,92.2,1014.167,0.166,0.123,26.58,0.007,0.007,1.25E-06,0.985,23.15,14.35,15.43
2019/09/16 22:55,27.13,92.7,1014.18,0.166,0.123,26.61,0.007,0.011,1.31E-06,1.07,23.76,15.04,15.43
2019/09/16 23:00,27.16,93.1,1014.173,0.166,0.123,26.64,0.005,0.027,2.29E-06,0.829,33.5,16.26,15.43
2019/09/16 23:05,27.33,92.7,1014.114,0.166,0.123,26.66,0.007,0,2.32E-06,1.129,17.61,19.43,15.43
2019/09/16 23:10,27.44,92.2,1014.022,0.166,0.123,26.69,0.007,0,2.99E-06,1.033,6.84,21.83,15.43
2019/09/16 23:15,27.4,92.7,1013.983,0.166,0.123,26.71,0.006,0.004,1.96E-06,0.986,14.8,27.35,15.43
2019/09/16 23:20,27.36,93.1,1014.011,0.166,0.123,26.74,0.008,0,2.71E-06,1.38,43.53,22.52,15.43
2019/09/16 23:25,27.7,87.7,1013.979,0.166,0.123,26.76,0.018,0.013,2.23E-06,3.048,77.88,26.38,15.43
2019/09/16 23:30,28.29,87,1013.976,0.166,0.123,26.75,0.023,0,2.06E-06,2.913,92.9,14.08,15.43
2019/09/16 23:35,28.55,86.6,1013.979,0.166,0.123,26.77,0.028,0,1.40E-06,3.605,91.4,17.04,15.43
2019/09/16 23:40,28.61,85.3,1013.998,0.166,0.123,26.78,0.023,0.016,2.36E-06,2.523,100.2,19.23,15.43
2019/09/16 23:45,28.57,84.9,1014.013,0.166,0.123,26.77,0.029,0,2.18E-06,3.066,105.8,25.87,15.43
2019/09/16 23:50,28.65,84.6,1014.038,0.166,0.123,26.77,0.03,0,1.74E-06,3.22,103.8,21.65,15.43
2019/09/16 23:55,28.68,85.5,1014.004,0.166,0.123,26.76,0.026,0,2.40E-06,2.702,98.8,21.98,15.43
2019/09/17 0:00,28.68,86,1013.957,0.166,0.123,26.78,0.026,0,2.34E-06,2.955,98.2,16,15.43
2019/09/17 0:05,28.66,83.6,1013.901,0.166,0.123,26.8,0.031,0,2.24E-06,3.288,98.6,18.45,15.43
2019/09/17 0:10,28.77,85.8,1013.881,0.166,0.123,26.8,0.033,0.011,1.47E-06,3.439,95.5,19.45,15.43
2019/09/17 0:15,28.78,87.1,1013.875,0.166,0.123,26.82,0.028,0,1.92E-06,3.509,94.7,20.19,15.43
2019/09/17 0:20,28.64,85.1,1013.857,0.166,0.123,26.85,0.034,0.004,1.68E-06,4.485,85.8,14.54,15.44
2019/09/17 0:25,28.6,85.4,1013.858,0.166,0.123,26.84,0.032,0,2.24E-06,3.905,88.3,16.77,15.43
2019/09/17 0:30,28.68,85.6,1013.873,0.166,0.123,26.83,0.034,0,2.73E-06,4.194,90.8,17.49,15.44
2019/09/17 0:35,28.67,84.5,1013.849,0.166,0.123,26.83,0.033,0.023,2.09E-06,4.179,93,16.55,15.43
2019/09/17 0:40,28.72,84.2,1013.75,0.166,0.123,26.83,0.037,0,2.04E-06,4.561,93.4,17.43,15.44
2019/09/17 0:45,28.74,84.5,1013.68,0.166,0.123,26.82,0.038,0.025,2.24E-06,4.742,88.2,13.74,15.43
2019/09/17 0:50,28.75,84.8,1013.642,0.166,0.123,26.83,0.036,0.002,2.55E-06,4.485,86.2,12.01,15.44
2019/09/17 0:55,28.73,83.9,1013.561,0.166,0.123,26.84,0.033,0.021,1.59E-06,3.714,95.6,18.83,15.44
2019/09/17 1:00,28.66,83.8,1013.444,0.166,0.123,26.84,0.031,0,2.35E-06,2.978,100.5,19.83,15.43
2019/09/17 1:05,28.57,83.6,1013.343,0.166,0.123,26.82,0.033,0,2.25E-06,3.439,102,17.51,15.43
2019/09/17 1:10,28.49,84.3,1013.244,0.166,0.123,26.78,0.03,0.004,2.20E-06,3.075,99.5,16.72,15.43
2019/09/17 1:15,28.43,84,1013.172,0.166,0.123,26.77,0.028,0,2.23E-06,2.734,103.1,18.12,15.43
2019/09/17 1:20,28.45,82.5,1013.111,0.166,0.123,26.74,0.035,0.009,2.21E-06,3.582,95.7,18.44,15.43
2019/09/17 1:25,28.54,83,1013.053,0.166,0.123,26.69,0.041,0.027,2.01E-06,4.592,88.5,14.36,15.44
2019/09/17 1:30,28.78,82,1013.017,0.166,0.123,26.66,0.045,0.011,1.98E-06,5.036,88.4,17.3,15.43
2019/09/17 1:35,28.77,83.4,1012.975,0.166,0.123,26.65,0.041,0.03,2.20E-06,4.483,94.2,17.02,15.44
2019/09/17 1:40,28.81,83,1012.855,0.166,0.123,26.65,0.041,0.013,1.64E-06,4.84,92.4,16.99,15.43
2019/09/17 1:45,28.73,82.3,1012.782,0.166,0.123,26.65,0.041,0,1.86E-06,4.396,97.5,17.72,15.43
2019/09/17 1:50,28.64,80.9,1012.746,0.166,0.123,26.62,0.048,0,2.57E-06,5.072,88.6,15.13,15.43
2019/09/17 1:55,28.71,81.1,1012.675,0.166,0.123,26.57,0.049,0.004,2.10E-06,5.304,93.2,13.25,15.43
2019/09/17 2:00,28.66,83,1012.589,0.166,0.122,26.55,0.041,0,1.47E-06,4.322,90.6,15.35,15.43
2019/09/17 2:05,28.62,83.5,1012.558,0.166,0.122,26.53,0.039,0,2.14E-06,4.206,90.8,17.81,15.43
2019/09/17 2:10,28.57,84.1,1012.558,0.166,0.122,26.52,0.034,0.039,2.57E-06,3.652,91.8,20.62,15.43
2019/09/17 2:15,28.63,81.5,1012.498,0.166,0.122,26.52,0.043,0,2.06E-06,4.605,86.6,12.98,15.43
2019/09/17 2:20,28.69,81.1,1012.426,0.166,0.122,26.5,0.046,0,1.87E-06,4.8,95.6,14.72,15.43
2019/09/17 2:25,28.69,80.2,1012.383,0.166,0.122,26.49,0.045,0,2.08E-06,4.496,93,13.38,15.42
2019/09/17 2:30,28.7,81,1012.315,0.166,0.122,26.45,0.048,0.005,1.80E-06,4.855,96.9,13.41,15.44
2019/09/17 2:35,28.67,80.9,1012.293,0.166,0.122,26.43,0.047,0,2.06E-06,4.768,94,14.67,15.42
2019/09/17 2:40,28.63,82,1012.253,0.166,0.122,26.41,0.044,0,2.06E-06,4.473,97,14.24,15.42
2019/09/17 2:45,28.69,82.7,1012.237,0.166,0.122,26.4,0.041,0.002,2.26E-06,4.347,91.7,16.8,15.42
2019/09/17 2:50,28.71,82.4,1012.281,0.166,0.122,26.42,0.037,0.011,2.41E-06,3.685,87.9,17.8,15.42
2019/09/17 2:55,28.62,82.2,1012.326,0.165,0.122,26.43,0.037,0,2.53E-06,3.725,89.6,18.69,15.42
2019/09/17 3:00,28.69,79.63,1012.295,0.165,0.122,26.42,0.048,0,2.30E-06,5.085,86.2,20.86,15.42
2019/09/17 3:05,28.71,81.1,1012.359,0.165,0.122,26.41,0.044,0.009,2.60E-06,4.018,85.9,15.92,15.44
2019/09/17 3:10,28.71,81.4,1012.373,0.165,0.122,26.39,0.04,0.005,2.35E-06,3.781,92.8,17.23,15.41
2019/09/17 3:15,28.71,80.7,1012.38,0.165,0.122,26.38,0.042,0.023,2.59E-06,4.086,91.6,23.16,15.42
2019/09/17 3:20,28.72,80.9,1012.332,0.165,0.122,26.37,0.046,0.038,2.47E-06,4.31,90.9,18.13,15.43
2019/09/17 3:25,28.65,80.9,1012.284,0.165,0.122,26.36,0.04,0,2.40E-06,3.578,91,15.88,15.42
2019/09/17 3:30,28.75,80.7,1012.251,0.165,0.122,26.35,0.044,0.013,2.32E-06,4.151,91.5,16.71,15.42
2019/09/17 3:35,28.77,81.3,1012.227,0.165,0.121,26.36,0.039,0,2.65E-06,3.601,98.1,16.6,15.42
2019/09/17 3:40,28.85,81.1,1012.223,0.165,0.122,26.38,0.04,0,1.94E-06,3.719,95.6,17.63,15.42
2019/09/17 3:45,28.88,81.1,1012.255,0.165,0.121,26.4,0.041,0.004,2.31E-06,3.827,84.4,21.32,15.41
2019/09/17 3:50,28.85,81.6,1012.28,0.165,0.121,26.42,0.04,0,1.44E-06,3.645,97,19,15.44
2019/09/17 3:55,28.86,80.8,1012.311,0.165,0.121,26.42,0.041,0,1.90E-06,3.786,79.67,18.61,15.41
2019/09/17 4:00,28.78,81.8,1012.278,0.165,0.121,26.43,0.044,0,2.46E-06,4.199,90.8,23.21,15.42
2019/09/17 4:05,28.73,82.3,1012.296,0.165,0.121,26.43,0.039,0,1.79E-06,3.96,101,15.68,15.44
2019/09/17 4:10,28.75,83,1012.333,0.165,0.121,26.43,0.035,0.005,2.32E-06,3.35,82.4,35.37,15.42
2019/09/17 4:15,28.78,81.7,1012.347,0.165,0.121,26.44,0.038,0.029,2.51E-06,3.708,92.9,19.72,15.41
2019/09/17 4:20,28.77,82.4,1012.365,0.165,0.121,26.46,0.038,0,1.57E-06,3.634,98,17.74,15.41
2019/09/17 4:25,28.72,81.9,1012.39,0.165,0.121,26.45,0.04,0.013,2.36E-06,3.973,91.2,18.87,15.41
2019/09/17 4:30,28.65,81.6,1012.394,0.165,0.121,26.45,0.04,0.029,3.16E-06,3.91,86.8,19.04,15.41
2019/09/17 4:35,28.74,81,1012.479,0.165,0.121,26.43,0.045,0.011,2.39E-06,4.374,99.6,19.6,15.41
2019/09/17 4:40,28.72,82.1,1012.473,0.165,0.121,26.41,0.041,0,2.08E-06,3.906,90.6,16.97,15.41
2019/09/17 4:45,28.64,83.4,1012.473,0.165,0.121,26.41,0.036,0.004,1.96E-06,3.498,93,16.9,15.41
2019/09/17 4:50,28.65,82.8,1012.487,0.165,0.121,26.4,0.036,0.014,1.83E-06,3.745,92.7,14.9,15.41
2019/09/17 4:55,28.69,82.8,1012.478,0.165,0.121,26.39,0.036,0.002,2.74E-06,3.666,92.9,16.61,15.41
2019/09/17 5:00,28.76,82.1,1012.506,0.165,0.121,26.38,0.038,0.002,1.87E-06,3.633,94.7,19.56,15.41
2019/09/17 5:05,28.83,82,1012.575,0.165,0.121,26.38,0.04,0.02,2.49E-06,3.907,95.7,19.54,15.41
2019/09/17 5:10,28.86,82.3,1012.564,0.165,0.121,26.38,0.035,0.025,2.32E-06,3.17,93.2,24.38,15.41
2019/09/17 5:15,28.78,82.6,1012.594,0.165,0.121,26.38,0.035,0,2.67E-06,3.259,91.1,18.88,15.41
2019/09/17 5:20,28.72,82.7,1012.656,0.165,0.121,26.38,0.037,0,3.30E-06,3.526,92.6,15.9,15.4
2019/09/17 5:25,28.75,83.2,1012.689,0.165,0.121,26.38,0.031,0.043,3.83E-06,2.873,79.29,29.59,15.4
2019/09/17 5:30,28.79,82.8,1012.666,0.165,0.121,26.39,0.03,0.009,4.71E-06,2.858,82.7,22.08,15.4
2019/09/17 5:35,28.84,80.1,1012.673,0.165,0.121,26.4,0.042,0.021,8.24E-06,3.951,83.8,19.24,15.4
2019/09/17 5:40,28.84,82.6,1012.741,0.165,0.121,26.4,0.039,0.172,2.51E-05,3.581,92.5,19.23,15.4
2019/09/17 5:45,28.8,83,1012.857,0.165,0.12,26.4,0.037,0.687,0.00010777,3.739,84.2,29.41,15.41
2019/09/17 5:50,28.82,82.5,1012.988,0.165,0.12,26.41,0.039,3.018,0.0005531,4.03,90.8,19.78,15.4
2019/09/17 5:55,28.87,83,1013.07,0.165,0.12,26.42,0.036,4.359,0.001150547,3.519,89.8,22.45,15.4
2019/09/17 6:00,28.85,82.2,1013.046,0.165,0.12,26.45,0.035,5.834,0.001464615,3.273,87.3,18.46,15.4
2019/09/17 6:05,28.79,82.9,1013.076,0.165,0.12,26.45,0.064,11.42,0.002762926,4.413,94.3,13.97,15.4
2019/09/17 6:10,28.74,83.3,1013.098,0.165,0.12,26.47,0.06,17.39,0.003876519,4.273,97.7,14.52,15.4
2019/09/17 6:15,28.61,82.4,1013.121,0.165,0.12,26.49,0.047,56.08,0.01277353,2.909,113.2,20.18,15.41
2019/09/17 6:20,28.07,86.9,1013.135,0.165,0.12,26.48,0.048,46.37,0.01478149,3.671,93.7,15.1,15.41
2019/09/17 6:25,28.03,86.4,1013.156,0.165,0.12,26.45,0.047,58.99,0.01645662,4.184,89.6,21.11,15.41
2019/09/17 6:30,28.4,86.3,1013.185,0.165,0.12,26.46,0.051,69.24,0.02059996,4.18,89.9,13.77,15.41
2019/09/17 6:35,28.6,84.3,1013.178,0.165,0.12,26.5,0.061,78.15,0.02149507,4.755,84.5,14.5,15.41
2019/09/17 6:40,28.73,84.1,1013.194,0.165,0.12,26.53,0.069,96.4,0.02626685,5.074,89.5,15.84,15.41
2019/09/17 6:45,28.8,81.9,1013.238,0.165,0.12,26.57,0.079,100.8,0.02869438,5.245,91,14.81,15.41
2019/09/17 6:50,28.87,81.7,1013.313,0.165,0.12,26.59,0.083,106.4,0.03098884,5.351,91.9,16.42,15.41
2019/09/17 6:55,28.88,81.4,1013.384,0.165,0.12,26.62,0.079,114.4,0.03307139,5.118,95.7,13.72,15.41
2019/09/17 7:00,28.96,81.9,1013.425,0.165,0.12,26.66,0.086,130.3,0.03543232,5.682,86,12.19,15.41
2019/09/17 7:05,29.03,83,1013.487,0.165,0.12,26.71,0.083,136.8,0.03954728,5.448,92.8,14.49,15.41
2019/09/17 7:10,29.06,81.5,1013.604,0.165,0.12,26.77,0.082,148.6,0.042335,5.151,96.5,16.38,15.41
2019/09/17 7:15,29.07,79.84,1013.651,0.165,0.12,26.82,0.101,156,0.0451971,5.943,92.7,11.9,15.41
2019/09/17 7:20,29.13,81.6,1013.666,0.165,0.12,26.85,0.086,185.2,0.05006368,4.794,95.6,17.21,15.4
2019/09/17 7:25,29.16,81.6,1013.678,0.165,0.12,26.91,0.074,175.9,0.05249934,4.225,92.3,14.13,15.42
2019/09/17 7:30,29.19,81.5,1013.739,0.165,0.12,26.97,0.085,162.2,0.05232638,4.931,95.4,15.71,15.41
2019/09/17 7:35,29.26,80.6,1013.8,0.165,0.12,27.05,0.088,241.9,0.06600514,5.06,91.4,17.98,15.41
2019/09/17 7:40,29.36,80.1,1013.885,0.165,0.12,27.13,0.089,273.8,0.07304255,4.77,93.8,20.47,15.41
2019/09/17 7:45,29.43,80.8,1013.906,0.164,0.12,27.22,0.101,314.7,0.08275901,5.436,90.7,14.17,15.4
2019/09/17 7:50,29.52,79.72,1013.899,0.164,0.119,27.3,0.099,334.1,0.08669068,5.223,99.4,22.29,15.4
