TimesSeries,Air temperature,Humidity(relative),AirPressure,Water content,Soil Electrical Conductivity,Soil Temp,Mock evapotranspiration rate,Insolation(W),Insolation(MJ),Wind speed,Wind direction1,Wind direction2,Evapotranspiration rate
year/month/day/hour/minute,Deg C,%,mbar,m^3/m^3,dS/m,Deg C,mm,W/m^2,MJ/m^2,meters/second,Deg,Deg,mV/mV
2019/08/20 21:05,28.24,82.9,1016.44,0.098,0.049,28.19,0.035,0.016,2.14E-06,3.527,60.96,21.65,12.64
2019/08/20 21:10,28.19,81.7,1016.45,0.098,0.049,28.15,0.039,0.02,1.43E-06,4.009,74.54,19.55,12.64
2019/08/20 21:15,28.2,80.9,1016.49,0.098,0.049,28.11,0.032,0,2.32E-06,2.787,62.38,18.95,12.64
2019/08/20 21:20,28.2,80.4,1016.465,0.097,0.049,28.08,0.031,0.021,1.97E-06,2.401,54.09,31.02,12.64
2019/08/20 21:25,28.27,81.6,1016.526,0.097,0.049,28.03,0.034,0,2.24E-06,2.858,53.23,32.47,12.64
2019/08/20 21:30,28.28,82,1016.588,0.097,0.049,27.99,0.033,0,1.81E-06,2.951,49.31,23.64,12.65
2019/08/20 21:35,28.26,82.9,1016.616,0.097,0.049,27.96,0.033,0,2.09E-06,3.119,64.51,20.22,12.64
2019/08/20 21:40,28.26,82.8,1016.666,0.097,0.049,27.93,0.034,0,1.69E-06,3.236,61.85,19.96,12.64
2019/08/20 21:45,28.3,82.9,1016.674,0.097,0.049,27.92,0.032,0,2.13E-06,3.015,56.94,24.76,12.63
2019/08/20 21:50,28.13,78.39,1016.765,0.097,0.049,27.92,0.04,0,2.97E-06,3.672,65.58,19.86,12.63
2019/08/20 21:55,28.07,75.51,1016.778,0.097,0.049,27.87,0.045,0,2.44E-06,3.255,75.01,25.45,12.62
2019/08/20 22:00,28.05,81.2,1016.809,0.097,0.049,27.82,0.04,0,1.36E-06,3.005,53.28,25.07,12.63
2019/08/20 22:05,27.09,83.4,1016.935,0.097,0.049,27.68,0.037,0,1.73E-06,4.034,36.32,28.12,12.64
2019/08/20 22:10,26.25,88.2,1016.969,0.097,0.049,27.46,0.019,0.009,2.52E-06,2.064,27.88,20.31,12.64
2019/08/20 22:15,25.85,90,1017.033,0.097,0.048,27.3,0.013,0,2.42E-06,1.81,19.41,23.16,12.64
2019/08/20 22:20,25.63,89.4,1017.039,0.097,0.048,27.05,0.013,0,2.82E-06,1.798,7.013,28.24,12.66
2019/08/20 22:25,25.73,89.9,1017.037,0.097,0.048,26.79,0.011,0.005,2.22E-06,1.518,20.27,21.11,12.66
2019/08/20 22:30,25.79,89.9,1017.031,0.097,0.048,26.71,0.009,0.004,1.70E-06,1.108,14.64,12.99,12.65
2019/08/20 22:35,25.93,89.9,1017.042,0.097,0.048,26.65,0.01,0,1.62E-06,1.383,6.616,16.81,12.65
2019/08/20 22:40,26.48,88.2,1017.014,0.097,0.048,26.6,0.014,0.002,1.80E-06,1.993,45.6,42.86,12.66
2019/08/20 22:45,27.1,86.1,1016.948,0.097,0.048,26.59,0.021,0,1.96E-06,2.638,63.52,20.54,12.65
2019/08/20 22:50,27.35,86,1016.914,0.097,0.048,26.62,0.023,0.002,1.96E-06,2.49,66.75,20.05,12.65
2019/08/20 22:55,27.42,86.2,1016.858,0.097,0.048,26.64,0.019,0,2.12E-06,2.023,66.86,17.23,12.65
2019/08/20 23:00,27.44,85.5,1016.817,0.097,0.048,26.67,0.023,0,2.74E-06,2.501,71.76,17.28,12.64
2019/08/20 23:05,27.56,85.6,1016.742,0.097,0.048,26.65,0.025,0,3.24E-06,2.849,69.44,16.53,12.65
2019/08/20 23:10,27.65,82.9,1016.754,0.097,0.048,26.66,0.026,0,2.49E-06,2.633,93.2,20.59,12.65
2019/08/20 23:15,27.76,82.7,1016.721,0.098,0.048,26.62,0.031,0,1.28E-06,2.939,89.7,22.17,12.65
2019/08/20 23:20,27.81,82.4,1016.664,0.098,0.048,26.61,0.033,0.025,2.26E-06,3.16,97.1,22.56,12.65
2019/08/20 23:25,27.88,83.1,1016.563,0.098,0.048,26.59,0.029,0.002,2.79E-06,2.552,90.7,30.15,12.64
2019/08/20 23:30,27.87,82.9,1016.522,0.098,0.048,26.61,0.029,0.009,2.01E-06,2.647,87.2,20.16,12.65
2019/08/20 23:35,27.83,84.1,1016.495,0.098,0.048,26.61,0.023,0,2.22E-06,2.02,91,29.5,12.64
2019/08/20 23:40,27.75,84.6,1016.463,0.098,0.048,26.63,0.021,0,1.63E-06,1.872,81.8,19.99,12.64
2019/08/20 23:45,27.78,85.3,1016.429,0.098,0.048,26.68,0.022,0,1.50E-06,2.078,75.54,21.27,12.65
2019/08/20 23:50,27.61,84.1,1016.339,0.098,0.048,26.67,0.032,0,1.93E-06,3.18,75.06,21.59,12.65
2019/08/20 23:55,27.74,83.7,1016.303,0.098,0.048,26.61,0.022,0.009,3.04E-06,1.984,85.4,22.91,12.65
2019/08/21 0:00,27.79,84.2,1016.298,0.097,0.047,26.63,0.026,0,2.18E-06,2.535,83.7,32.76,12.65
2019/08/21 0:05,27.91,84.4,1016.305,0.097,0.047,26.63,0.023,0,2.06E-06,2.262,77.39,39.77,12.65
2019/08/21 0:10,27.86,82,1016.297,0.097,0.047,26.63,0.025,0,1.72E-06,2.236,73.03,33.26,12.65
2019/08/21 0:15,27.94,80.3,1016.204,0.097,0.047,26.6,0.035,0,1.89E-06,3.075,86.7,31.6,12.65
2019/08/21 0:20,27.9,81.3,1016.166,0.097,0.047,26.58,0.031,0,1.52E-06,2.529,66.13,27.22,12.65
2019/08/21 0:25,27.87,81.7,1016.179,0.097,0.047,26.55,0.032,0,2.34E-06,2.827,80.5,20.09,12.65
2019/08/21 0:30,27.92,83.1,1016.117,0.097,0.047,26.54,0.03,0.02,1.99E-06,2.743,69.61,16.25,12.65
2019/08/21 0:35,27.83,83.8,1016.071,0.097,0.047,26.55,0.031,0.039,2.08E-06,3.195,69.66,15.15,12.65
2019/08/21 0:40,27.81,84.2,1016.03,0.097,0.047,26.55,0.031,0.046,2.51E-06,3.348,71.75,18.65,12.65
2019/08/21 0:45,27.34,83.3,1015.996,0.097,0.047,26.55,0.032,0.014,1.77E-06,3.257,70.46,19.05,12.65
2019/08/21 0:50,27.18,85.9,1015.904,0.097,0.047,26.5,0.025,0,2.80E-06,2.433,72.89,16.99,12.65
2019/08/21 0:55,27.28,86.1,1015.83,0.097,0.047,26.48,0.021,0.014,2.42E-06,2.331,67.77,17.15,12.65
2019/08/21 1:00,27.45,84.6,1015.811,0.097,0.047,26.48,0.018,0,2.28E-06,1.758,70.65,23.03,12.65
2019/08/21 1:05,27.64,83.4,1015.713,0.097,0.047,26.47,0.03,0.013,2.35E-06,3.075,83.4,23.4,12.65
2019/08/21 1:10,27.8,83.3,1015.599,0.097,0.047,26.43,0.033,0.009,2.15E-06,3.343,90.2,23.25,12.64
2019/08/21 1:15,27.8,83.8,1015.628,0.097,0.047,26.42,0.032,0.018,2.64E-06,3.339,83.5,19.89,12.65
2019/08/21 1:20,27.8,82.3,1015.719,0.097,0.047,26.44,0.025,0.002,2.65E-06,2.207,92.9,26.56,12.64
2019/08/21 1:25,27.82,82.7,1015.718,0.097,0.047,26.42,0.028,0,3.01E-06,2.476,93.3,23.22,12.64
2019/08/21 1:30,27.96,82.4,1015.69,0.097,0.047,26.44,0.033,0,2.01E-06,2.99,93.7,22.58,12.64
2019/08/21 1:35,28.08,82.1,1015.656,0.097,0.047,26.46,0.032,0.007,2.40E-06,2.978,108,20.64,12.65
2019/08/21 1:40,28.08,83.7,1015.676,0.097,0.047,26.48,0.031,0,2.06E-06,2.993,96.4,21.49,12.64
2019/08/21 1:45,27.92,83.3,1015.672,0.096,0.047,26.52,0.028,0,2.20E-06,2.8,93.3,18.19,12.64
2019/08/21 1:50,27.87,81.2,1015.602,0.096,0.047,26.53,0.029,0,1.62E-06,2.512,96,23.29,12.64
2019/08/21 1:55,27.91,81.5,1015.508,0.096,0.047,26.54,0.022,0.009,2.03E-06,1.563,76.26,30.46,12.64
2019/08/21 2:00,27.93,83.2,1015.526,0.096,0.047,26.56,0.033,0.021,1.56E-06,2.969,96.6,23.08,12.69
2019/08/21 2:05,26.87,87.6,1015.565,0.096,0.047,26.41,0.026,0,2.76E-06,2.914,96.9,28.89,12.78
2019/08/21 2:10,26.79,86.3,1015.464,0.096,0.047,26.24,0.022,0,1.98E-06,2.769,82.8,20.46,12.78
2019/08/21 2:15,26.9,85.9,1015.396,0.096,0.047,26.13,0.023,0.002,2.52E-06,2.687,89.6,26.69,12.78
2019/08/21 2:20,27.26,84.1,1015.355,0.096,0.046,26.04,0.028,0.036,1.63E-06,3.122,94,27.58,12.78
2019/08/21 2:25,27.39,83,1015.432,0.096,0.046,26,0.023,0.005,2.62E-06,1.998,76.58,22.68,12.78
2019/08/21 2:30,27.45,81.6,1015.402,0.096,0.046,25.97,0.027,0.004,2.26E-06,2.279,87.4,30.27,12.78
2019/08/21 2:35,27.5,83.3,1015.34,0.096,0.046,25.94,0.027,0.013,2.27E-06,2.36,87.3,22.5,12.78
2019/08/21 2:40,27.34,82.1,1015.343,0.096,0.046,25.93,0.025,0.018,2.21E-06,2.114,79.91,27.12,12.77
2019/08/21 2:45,27.58,80.5,1015.356,0.096,0.046,25.89,0.032,0.007,2.77E-06,2.82,93.9,25.09,12.78
2019/08/21 2:50,27.62,79.77,1015.411,0.096,0.046,25.87,0.027,0,2.89E-06,1.976,84.8,29.66,12.78
2019/08/21 2:55,27.52,79.36,1015.403,0.096,0.046,25.82,0.03,0.002,2.19E-06,2.06,79.07,37.99,12.78
2019/08/21 3:00,27.65,79.88,1015.3,0.096,0.046,25.73,0.04,0.014,1.78E-06,3.32,101.4,23.63,12.79
2019/08/21 3:05,27.69,80.4,1015.289,0.096,0.046,25.7,0.039,0,1.96E-06,3.458,91.5,21.36,12.8
2019/08/21 3:10,27.76,80.9,1015.305,0.096,0.046,25.7,0.035,0,2.16E-06,2.89,88.6,24.26,12.79
2019/08/21 3:15,27.77,81.8,1015.265,0.096,0.046,25.69,0.033,0.016,2.76E-06,2.744,92.2,23.99,12.79
2019/08/21 3:20,27.72,78.51,1015.292,0.096,0.046,25.7,0.043,0.018,2.10E-06,3.563,85.4,24.29,12.79
2019/08/21 3:25,27.72,79.81,1015.283,0.096,0.046,25.66,0.034,0.013,1.97E-06,2.542,83.9,32.85,12.79
2019/08/21 3:30,27.73,79.82,1015.334,0.096,0.046,25.66,0.031,0.034,2.08E-06,2.293,102.8,20.99,12.79
2019/08/21 3:35,27.67,77.97,1015.37,0.096,0.046,25.66,0.035,0,1.71E-06,2.589,76.71,22.14,12.79
2019/08/21 3:40,27.72,77.65,1015.378,0.096,0.046,25.65,0.034,0.005,1.97E-06,2.203,87,26.05,12.79
2019/08/21 3:45,27.67,80.1,1015.363,0.096,0.046,25.65,0.035,0,2.80E-06,2.55,75.06,22.31,12.79
2019/08/21 3:50,27.6,80.5,1015.323,0.096,0.046,25.65,0.032,0,2.35E-06,2.515,87.5,26.35,12.79
2019/08/21 3:55,27.65,80.5,1015.344,0.096,0.046,25.66,0.035,0,1.97E-06,2.926,66.09,23.83,12.79
2019/08/21 4:00,27.76,79.53,1015.403,0.096,0.046,25.68,0.032,0.027,1.38E-06,2.352,87.8,36.69,12.79
2019/08/21 4:05,27.69,78.44,1015.4,0.096,0.046,25.69,0.034,0,1.29E-06,2.574,98,28.45,12.78
2019/08/21 4:10,27.74,77.79,1015.411,0.096,0.046,25.69,0.033,0.027,2.82E-06,2.306,94.2,22.18,12.79
2019/08/21 4:15,27.68,78.71,1015.441,0.096,0.046,25.68,0.03,0,2.03E-06,2.03,77.34,38.13,12.78
2019/08/21 4:20,27.67,78.47,1015.494,0.096,0.046,25.66,0.035,0.034,1.89E-06,2.517,92.9,26.09,12.79
2019/08/21 4:25,27.66,78.56,1015.491,0.096,0.046,25.65,0.03,0.018,2.80E-06,2.003,94,29.08,12.78
2019/08/21 4:30,27.69,76.9,1015.48,0.096,0.046,25.62,0.04,0,1.98E-06,2.876,89.6,30,12.78
2019/08/21 4:35,27.65,76.64,1015.545,0.096,0.046,25.59,0.04,0.014,2.66E-06,2.753,67.67,26.95,12.78
2019/08/21 4:40,27.65,76.63,1015.516,0.096,0.046,25.54,0.037,0.005,2.07E-06,2.366,84.5,29.2,12.78
2019/08/21 4:45,27.61,76.37,1015.473,0.096,0.046,25.5,0.035,0.016,1.85E-06,2.2,74.02,32.44,12.78
2019/08/21 4:50,27.52,75.94,1015.476,0.096,0.046,25.44,0.034,0.034,2.07E-06,2.071,79.24,27.09,12.78
2019/08/21 4:55,27.48,74.55,1015.487,0.096,0.046,25.39,0.041,0.013,2.82E-06,2.643,80.3,29.31,12.78
2019/08/21 5:00,27.58,73.16,1015.504,0.096,0.046,25.32,0.044,0.005,2.54E-06,2.592,92.8,35.12,12.78
2019/08/21 5:05,27.63,74.14,1015.501,0.096,0.046,25.24,0.048,0,2.27E-06,2.98,87.3,31.49,12.77
2019/08/21 5:10,27.61,73.99,1015.556,0.096,0.046,25.22,0.04,0,3.17E-06,2.422,71.04,23.21,12.77
2019/08/21 5:15,27.58,75.26,1015.536,0.096,0.045,25.17,0.042,0,2.31E-06,2.581,83,37.27,12.77
2019/08/21 5:20,27.44,74.64,1015.571,0.096,0.045,25.13,0.043,0.013,2.11E-06,2.767,94,23.6,12.77
2019/08/21 5:25,27.5,75.73,1015.539,0.096,0.045,25.1,0.047,0,2.57E-06,3.198,85.3,29.72,12.77
2019/08/21 5:30,27.42,76.15,1015.497,0.096,0.045,25.08,0.037,0.005,4.24E-06,2.399,94.9,19.63,12.77
2019/08/21 5:35,27.35,74.13,1015.454,0.096,0.045,25.05,0.048,0.113,1.62E-05,3.449,95.7,23.97,12.77
2019/08/21 5:40,27.46,74.07,1015.471,0.096,0.045,25.01,0.042,0.488,7.54E-05,2.559,93.4,19.58,12.77
2019/08/21 5:45,27.48,75.4,1015.458,0.096,0.045,25,0.037,1.273,0.000252861,2.156,82.8,25.24,12.77
2019/08/21 5:50,27.42,74.52,1015.486,0.096,0.045,24.98,0.044,2.603,0.000573437,2.739,84.5,25.37,12.77
2019/08/21 5:55,27.31,76.18,1015.546,0.096,0.045,24.96,0.036,4.564,0.001073456,2.155,76.05,38.64,12.76
2019/08/21 6:00,27.34,76.54,1015.611,0.096,0.045,24.94,0.033,6.974,0.001714061,1.994,97.1,28.85,12.77
2019/08/21 6:05,27.42,76.5,1015.651,0.096,0.045,24.92,0.051,9.74,0.002495029,2.474,94.5,31.49,12.78
2019/08/21 6:10,27.27,76.46,1015.686,0.096,0.045,24.93,0.037,15.33,0.003678374,1.691,86.5,34.05,12.77
2019/08/21 6:15,27.31,76.67,1015.715,0.096,0.045,24.94,0.053,21.53,0.005632353,2.566,69.62,29.75,12.76
2019/08/21 6:20,27.38,75.78,1015.777,0.095,0.045,24.94,0.044,33.89,0.007806315,1.972,79.84,34.81,12.77
2019/08/21 6:25,27.44,77.17,1015.878,0.095,0.045,24.97,0.054,35.79,0.01109617,2.556,66.24,22.98,12.76
2019/08/21 6:30,27.48,77.98,1015.927,0.095,0.045,25,0.059,38.32,0.01032132,2.989,78.44,19.61,12.77
2019/08/21 6:35,27.48,77.86,1015.977,0.095,0.045,25.03,0.057,122.2,0.02961257,2.679,81.2,23.57,12.76
2019/08/21 6:40,27.62,77.44,1016.027,0.095,0.045,25.11,0.057,130.1,0.03794277,2.578,73.23,21.35,12.76
2019/08/21 6:45,27.67,77.29,1016.048,0.095,0.045,25.19,0.055,147.9,0.04168058,2.378,60.87,19.85,12.76
2019/08/21 6:50,27.74,76.85,1016.121,0.095,0.045,25.28,0.06,172.6,0.04864755,2.526,83.6,26.33,12.76
2019/08/21 6:55,27.83,77.39,1016.206,0.095,0.045,25.37,0.069,203,0.0553257,2.923,69.68,22.01,12.75
2019/08/21 7:00,27.95,77.04,1016.27,0.095,0.045,25.48,0.064,103.8,0.05975378,2.574,87,24.62,12.76
2019/08/21 7:05,28.01,76.67,1016.334,0.095,0.045,25.61,0.049,276.5,0.06512831,1.676,65.72,22.45,12.76
2019/08/21 7:10,28.17,75.95,1016.42,0.095,0.045,25.77,0.057,288.2,0.08336166,1.853,64.94,28.59,12.76
2019/08/21 7:15,28.33,74.6,1016.475,0.095,0.045,25.92,0.063,278,0.08376749,2.067,67.86,26.71,12.76
2019/08/21 7:20,28.33,74.73,1016.53,0.095,0.045,26.09,0.072,319.5,0.09338635,2.361,63,19.64,12.76
2019/08/21 7:25,28.46,73.25,1016.549,0.095,0.045,26.24,0.063,328.6,0.09721827,1.812,79.49,44.25,12.76
2019/08/21 7:30,28.67,73.01,1016.549,0.095,0.045,26.38,0.054,348.9,0.1027666,1.272,84.2,38.31,12.76
2019/08/21 7:35,28.83,71.96,1016.593,0.095,0.045,26.55,0.065,375.9,0.1074413,1.627,96.8,34.19,12.76
2019/08/21 7:40,28.94,72.29,1016.578,0.095,0.045,26.73,0.068,397.9,0.1172628,1.708,86.9,32.12,12.76
2019/08/21 7:45,29,73.14,1016.539,0.095,0.045,26.92,0.069,311.4,0.09691124,2.025,65.71,27.24,12.76
2019/08/21 7:50,28.97,73.62,1016.558,0.095,0.045,27.1,0.071,456.8,0.1351161,1.84,71.75,24.01,12.76
2019/08/21 7:55,29.08,73.74,1016.561,0.095,0.045,27.31,0.08,176.9,0.121337,2.346,64.19,20,12.76
2019/08/21 8:00,29.06,73.95,1016.554,0.095,0.045,27.51,0.085,478.3,0.1360805,2.423,71.45,24.87,12.75
2019/08/21 8:05,29.13,72.2,1016.523,0.095,0.045,27.71,0.086,484.9,0.1428473,2.328,67.03,26.63,12.76
2019/08/21 8:10,29.24,72.67,1016.518,0.095,0.045,27.9,0.072,367.8,0.1218573,1.852,80.9,28.42,12.75
2019/08/21 8:15,29.24,71.2,1016.559,0.095,0.045,28.08,0.09,557.3,0.1358022,2.527,72.78,30.1,12.75
2019/08/21 8:20,29.18,72.88,1016.608,0.095,0.045,28.26,0.094,232,0.1609702,2.492,75.4,27.87,12.75
2019/08/21 8:25,29.33,72.52,1016.607,0.095,0.045,28.47,0.106,499.8,0.1689158,2.978,62.34,27.5,12.78
2019/08/21 8:30,29.46,71.59,1016.618,0.095,0.045,28.69,0.103,631.2,0.1751454,2.734,73.84,20.83,12.75
2019/08/21 8:35,29.7,70.19,1016.592,0.095,0.045,28.93,0.112,667.6,0.1950576,2.851,52.55,18.25,12.75
2019/08/21 8:40,29.65,68.61,1016.625,0.095,0.045,29.17,0.134,578.7,0.2064489,3.667,67.23,24.34,12.75
2019/08/21 8:45,29.56,71.68,1016.71,0.095,0.045,29.39,0.102,497.5,0.1399722,2.815,69.49,26.22,12.76
2019/08/21 8:50,29.58,71.6,1016.759,0.095,0.045,29.57,0.094,343.4,0.1198459,2.72,59.77,19.99,12.74
2019/08/21 8:55,29.29,72.16,1016.801,0.095,0.045,29.69,0.098,384.8,0.1125034,2.974,51.16,17.2,12.75
2019/08/21 9:00,29.26,71,1016.911,0.095,0.045,29.77,0.097,344.7,0.1128043,2.998,64.09,15.93,12.75
2019/08/21 9:05,29.32,70.65,1017.004,0.095,0.045,29.87,0.094,420.6,0.1425938,2.602,61.54,24.41,12.75
2019/08/21 9:10,29.38,72.92,1016.984,0.095,0.045,30.02,0.094,380.1,0.1188246,2.885,53.17,24.53,12.74
2019/08/21 9:15,29.32,73.88,1017.032,0.095,0.045,30.13,0.094,382.3,0.1208045,2.924,66.5,15.27,12.74
2019/08/21 9:20,29.34,74.18,1017.052,0.095,0.045,30.24,0.094,439,0.1132772,3.086,59.22,17.26,12.74
2019/08/21 9:25,29.37,74.74,1017.044,0.095,0.045,30.36,0.11,882,0.2140486,3.201,61.72,17.82,12.73
2019/08/21 9:30,30.06,75.68,1017.08,0.095,0.045,30.61,0.102,831,0.2465639,2.224,52.81,33.61,12.73
2019/08/21 9:35,30.17,73.56,1017.135,0.095,0.045,30.92,0.115,540.5,0.2291519,2.941,60.43,25.89,12.75
2019/08/21 9:40,30.11,74.58,1017.168,0.095,0.045,31.19,0.117,464.7,0.2188035,3.188,58.45,16.72,12.72
2019/08/21 9:45,30.1,72.97,1017.117,0.095,0.045,31.45,0.11,501.3,0.1699852,3.238,56.89,20.46,12.72
2019/08/21 9:50,30.03,72.98,1017.081,0.095,0.045,31.63,0.107,557.9,0.1870104,2.981,59.97,23.73,12.72
2019/08/21 9:55,29.98,72.75,1017.09,0.094,0.045,31.81,0.12,506.6,0.1959288,3.53,61.29,24.09,12.72
2019/08/21 10:00,30.17,72.68,1017.109,0.094,0.045,31.99,0.099,463.3,0.1514144,2.794,57.27,24.16,12.72
2019/08/21 10:05,29.89,73.44,1017.15,0.094,0.045,32.1,0.113,623.1,0.190549,3.3,68.36,16.06,12.72
2019/08/21 10:10,30.13,74.18,1017.203,0.094,0.045,32.26,0.095,330.5,0.1313722,2.889,57.52,23,12.71
2019/08/21 10:15,29.74,75.26,1017.186,0.094,0.045,32.31,0.083,295.1,0.09181917,2.806,54.76,21.42,12.72
2019/08/21 10:20,29.49,78.65,1017.176,0.095,0.045,32.28,0.072,401.5,0.1048391,2.379,44.42,29.53,12.71
2019/08/21 10:25,29.25,79.31,1017.15,0.095,0.045,32.25,0.07,850,0.1237825,2.339,60.65,31.65,12.7
2019/08/21 10:30,29.35,74.99,1017.17,0.095,0.045,32.3,0.078,336.1,0.1525105,2.23,50.45,28.9,12.69
2019/08/21 10:35,29.29,76.66,1017.134,0.094,0.045,32.37,0.063,370.9,0.1074079,1.921,66.28,21.9,12.7
2019/08/21 10:40,29.43,75.49,1017.092,0.094,0.045,32.4,0.062,397.7,0.1280326,1.664,34.34,28.29,12.69
2019/08/21 10:45,29.42,75.55,1017.082,0.094,0.045,32.45,0.099,937,0.1767615,3.066,60.42,25.61,12.72
2019/08/21 10:50,29.75,77.26,1017.012,0.094,0.045,32.53,0.102,1285,0.1715806,3.236,55.06,29.62,12.69
2019/08/21 10:55,30.13,74.88,1016.996,0.094,0.045,32.7,0.111,984,0.2346407,3.021,59.61,27.08,12.69
2019/08/21 11:00,30.11,73.32,1017.008,0.094,0.045,32.93,0.107,912,0.2237748,2.608,57.92,20.07,12.68
2019/08/21 11:05,30.21,72.19,1017.004,0.094,0.045,33.21,0.118,1182,0.2839867,2.444,19.47,29.57,12.68
2019/08/21 11:10,30.45,71.39,1016.983,0.094,0.045,33.56,0.108,846,0.2254626,2.407,13.69,34.14,12.68
2019/08/21 11:15,30.49,72.84,1016.958,0.094,0.045,33.9,0.121,968,0.3086892,2.332,25.51,31.63,12.68
2019/08/21 11:20,30.92,70.33,1016.936,0.094,0.045,34.35,0.133,754.7,0.2771588,3.045,64.87,18.97,12.69
2019/08/21 11:25,30.61,71.23,1016.942,0.094,0.045,34.76,0.106,680.6,0.2002225,2.569,57.08,22.78,12.67
2019/08/21 11:30,30.54,71.56,1016.926,0.094,0.046,35.05,0.126,658.9,0.2451087,3.111,68.54,23.31,12.64
2019/08/21 11:35,30.43,73.43,1016.872,0.094,0.046,35.29,0.11,607.2,0.1988343,2.821,61.81,20.67,12.66
2019/08/21 11:40,30.58,69.69,1016.852,0.094,0.046,35.46,0.129,773.2,0.2671337,3.083,59.7,21.81,12.66
2019/08/21 11:45,30.85,71.69,1016.841,0.094,0.046,35.83,0.134,581.1,0.2274727,3.393,64.01,18.43,12.66
2019/08/21 11:50,30.53,72.03,1016.824,0.094,0.046,35.91,0.122,412.4,0.1468559,3.653,60.42,19.29,12.65
2019/08/21 11:55,30.11,73.31,1016.839,0.094,0.046,35.67,0.103,316.9,0.09828398,3.442,62.49,18.2,12.64
2019/08/21 12:00,29.67,74.88,1016.838,0.094,0.046,35.3,0.105,772.6,0.1597936,3.428,63.07,27.94,12.72
2019/08/21 12:05,29.97,74.12,1016.773,0.094,0.046,35.26,0.118,645.9,0.1956924,3.612,63.55,23.44,12.63
2019/08/21 12:10,29.9,73.46,1016.714,0.094,0.046,35.2,0.107,437.9,0.1628871,3.298,59.17,27.07,12.64
2019/08/21 12:15,29.79,70.59,1016.696,0.094,0.046,35.03,0.1,301.6,0.107688,3.298,55.94,18.83,12.64
2019/08/21 12:20,29.35,77.69,1016.72,0.094,0.046,34.67,0.104,487.9,0.1082343,3.819,82.8,21.63,12.62
2019/08/21 12:25,28.69,78.78,1016.629,0.094,0.046,34.36,0.102,677.6,0.1839419,3.847,90.3,31.24,12.62
2019/08/21 12:30,28.61,78.25,1016.5,0.094,0.046,34.41,0.104,576.5,0.1960198,3.652,82.7,25.25,12.6
2019/08/21 12:35,28.76,74.94,1016.453,0.094,0.046,34.43,0.11,623.3,0.1659269,4.075,74.41,21.66,12.59
2019/08/21 12:40,29.18,73.79,1016.32,0.094,0.046,34.67,0.126,983,0.293492,3.09,75.04,35.79,12.6
2019/08/21 12:45,30,65.7,1016.229,0.094,0.046,35.6,0.128,865,0.3344042,2.188,64.63,40.72,12.59
2019/08/21 12:50,30.51,65.36,1016.231,0.094,0.046,36.31,0.086,507.7,0.1652517,1.53,122.4,40.97,12.59
2019/08/21 12:55,30.4,66.48,1016.25,0.094,0.046,36.26,0.106,516.6,0.1531531,2.344,98,23.6,12.58
2019/08/21 13:00,30.29,65.18,1016.21,0.094,0.046,36.11,0.094,508.5,0.1559095,1.857,65.05,32.83,12.58
2019/08/21 13:05,30.34,67.23,1016.123,0.094,0.046,36,0.089,466.1,0.1504788,1.804,56.67,27.96,12.58
2019/08/21 13:10,30.46,66.9,1016.069,0.093,0.046,35.85,0.11,479.9,0.1400423,2.615,64.63,31.71,12.57
2019/08/21 13:15,30.16,67.87,1016.009,0.093,0.046,35.65,0.115,509.7,0.1472541,2.914,62.63,26.75,12.57
2019/08/21 13:20,29.93,71.29,1015.865,0.093,0.046,35.49,0.098,583.6,0.1742667,2.222,70.75,37.5,12.56
2019/08/21 13:25,30.27,70.91,1015.803,0.093,0.046,35.59,0.099,606.9,0.1764002,2.209,62.95,26.4,12.56
2019/08/21 13:30,30.37,69.68,1015.72,0.093,0.046,35.71,0.101,708.7,0.1989785,2.189,55.56,34.8,12.56
2019/08/21 13:35,30.45,68.31,1015.644,0.093,0.046,35.97,0.129,611,0.2111852,3.153,54.77,24.83,12.54
2019/08/21 13:40,30.39,70.44,1015.529,0.093,0.046,36.18,0.129,807,0.2155102,3.213,55.39,18.14,12.55
2019/08/21 13:45,30.62,70.89,1015.462,0.093,0.046,36.46,0.112,639.6,0.1929021,2.773,45.79,23.18,12.55
2019/08/21 13:50,30.35,72.88,1015.421,0.093,0.046,36.53,0.123,576.5,0.1841388,3.597,66.6,21.3,12.52
2019/08/21 13:55,30.27,72.04,1015.306,0.093,0.046,36.46,0.115,623.1,0.1771644,3.193,72.9,30.97,12.52
2019/08/21 14:00,30.18,68.3,1015.243,0.093,0.046,36.41,0.127,600.9,0.1870042,3.516,67.24,15.4,12.51
2019/08/21 14:05,30.21,67.57,1015.2,0.093,0.046,36.34,0.126,515.4,0.1734,3.22,59.18,20.81,12.51
2019/08/21 14:10,30.23,69.78,1015.139,0.093,0.046,36.22,0.111,446.7,0.1412198,2.889,56.55,16.78,12.51
2019/08/21 14:15,30.03,72.29,1015.09,0.093,0.046,36.02,0.098,422.2,0.129097,2.709,56.59,22.5,12.49
2019/08/21 14:20,30.11,72.44,1015.004,0.092,0.046,35.86,0.091,450.4,0.1287863,2.54,62.14,19.78,12.5
2019/08/21 14:25,29.97,72.63,1014.975,0.092,0.046,35.76,0.096,459.8,0.1352605,2.824,54.56,16.09,12.5
2019/08/21 14:30,29.87,73.8,1014.97,0.092,0.046,35.62,0.094,445.3,0.1373245,2.748,54.56,24.72,12.48
