row_names,TIMESTAMP,RECORD,BattV_Min,PTemp_C_Avg,AirTC_Avg,AirTC_Max,AirTC_TMx,AirTC_Min,AirTC_TMn,RH_Max,RH_TMx,RH_Min,RH_TMn,SlrW_Avg,SlrW_Max,SlrW_TMx,SlrMJ_Tot,Rain_mm_Tot,WS_ms_Avg,WS_ms_Max,WS_ms_TMx,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,ETos,Rso,BP_mbar_Avg,BP_mbar_Max,BP_mbar_TMx,BP_mbar_Min,BP_mbar_TMn,VWC_Avg,VWC_Max,VWC_TMx,VWC_Min,VWC_TMn,EC_Avg,EC_Max,EC_TMx,EC_Min,EC_TMn,T_Avg,T_Max,T_TMx,T_Min,T_TMn,SunHrs_Tot,HalfBr_Max,HalfBr_TMx,HalfBr_Min,HalfBr_TMn
NULL,"2019-10-26 00:00:00",66,12.17,33,28.89,32.66,"2019-10-25 12:18:10",25.33,"2019-10-25 17:55:55",93.3,"2019-10-25 18:05:25",61.04,"2019-10-25 13:16:55",218.8,1136,"2019-10-25 11:31:15",18.90272,5.588,2.217,7.742,"2019-10-25 17:41:45",2.217,73.24,32.8,3.73,3.524,1013.904,1015.721,"2019-10-25 09:36:45",1012.534,"2019-10-25 15:09:05",0.056,0.059,"2019-10-25 18:04:05",0.053,"2019-10-25 07:30:05",0.006,0.011,"2019-10-25 00:18:30",0.003,"2019-10-25 07:41:45",30.57,39.74,"2019-10-25 14:18:30",25.73,"2019-10-25 23:58:50",9.2,10.98,"2019-10-25 19:33:50",10.42,"2019-10-25 17:28:35"
NULL,"2019-10-27 00:00:00",67,12.16,33.31,28.83,32.39,"2019-10-26 12:07:45",26.9,"2019-10-26 03:35:50",85.6,"2019-10-26 23:55:10",54.25,"2019-10-26 12:46:25",246.8,968,"2019-10-26 10:40:20",21.32044,0,2.132,6.605,"2019-10-26 23:08:10",2.132,75.79,28.89,4.219,3.528,1013.998,1015.81,"2019-10-26 09:57:20",1012.857,"2019-10-26 04:30:55",0.058,0.06,"2019-10-26 12:10:15",0.056,"2019-10-26 20:42:50",0.005,0.006,"2019-10-26 16:52:35",0.003,"2019-10-26 00:04:00",29.54,37.34,"2019-10-26 14:01:45",24.98,"2019-10-26 05:35:00",9.16,10.9,"2019-10-26 00:44:10",10.24,"2019-10-26 23:21:55"
NULL,"2019-10-28 00:00:00",68,12.16,33.35,29.1,33,"2019-10-27 12:16:50",27.14,"2019-10-27 02:47:10",86,"2019-10-27 17:14:20",61.02,"2019-10-27 12:17:05",NULL,0,"2019-10-27 06:15:55",NULL,0,2.687,8.57,"2019-10-27 21:41:10",2.687,82.4,29.13,NULL,3.51,1013.777,1016.036,"2019-10-27 09:52:40",1012.412,"2019-10-27 04:16:45",0.056,0.058,"2019-10-27 12:10:55",0.055,"2019-10-27 20:41:20",0.005,0.006,"2019-10-27 16:52:40",0.004,"2019-10-27 04:43:45",30.65,39.29,"2019-10-27 13:18:50",26.25,"2019-10-27 06:25:20",9.12,10.25,"2019-10-27 00:09:55",9.61,"2019-10-27 23:57:15"
NULL,"2019-10-29 00:00:00",69,12.17,32.68,28.65,32.2,"2019-10-28 12:47:15",25.62,"2019-10-28 16:54:05",95.5,"2019-10-28 16:57:25",65.19,"2019-10-28 09:51:55",207.5,1249,"2019-10-28 13:05:15",17.93015,8.64,2.795,8.78,"2019-10-28 19:20:40",2.795,77.08,35.4,3.441,3.505,1013.402,1015.078,"2019-10-28 09:34:05",1012.162,"2019-10-28 15:33:00",0.059,0.068,"2019-10-28 19:12:00",0.054,"2019-10-28 02:17:30",0.008,0.016,"2019-10-28 19:47:10",0.004,"2019-10-28 06:47:35",29.69,38.3,"2019-10-28 13:08:10",25.45,"2019-10-28 23:51:45",9.06,10.19,"2019-10-28 19:20:45",9.26,"2019-10-28 15:58:15"
NULL,"2019-10-30 00:00:00",70,12.17,32.83,28.64,31.66,"2019-10-29 12:11:50",27.21,"2019-10-29 05:22:55",77,"2019-10-29 00:16:30",59.43,"2019-10-29 14:03:20",220.7,1235,"2019-10-29 12:12:35",19.06957,0,2.872,9.25,"2019-10-29 21:32:50",2.872,62.03,29.78,3.662,3.528,1012.044,1013.779,"2019-10-29 09:09:15",1010.387,"2019-10-29 15:36:55",0.065,0.067,"2019-10-29 00:06:35",0.062,"2019-10-29 23:14:25",0.014,0.015,"2019-10-29 00:33:35",0.011,"2019-10-29 23:07:55",28.34,34.84,"2019-10-29 15:12:20",24.62,"2019-10-29 06:20:10",9.05,14.74,"2019-10-29 13:40:10",9.71,"2019-10-29 13:32:05"
NULL,"2019-10-31 00:00:00",71,12.16,32.85,28.37,31.22,"2019-10-30 12:36:00",26.64,"2019-10-30 05:54:30",75.49,"2019-10-30 21:07:10",51.52,"2019-10-30 12:52:15",253.6,884,"2019-10-30 11:20:00",21.91152,0,2.767,7.468,"2019-10-30 05:23:15",2.767,54.8,29.97,4.21,3.543,1011.901,1013.838,"2019-10-30 09:57:35",1010.054,"2019-10-30 04:14:35",0.061,0.062,"2019-10-30 00:15:30",0.059,"2019-10-30 21:12:35",0.01,0.012,"2019-10-30 00:19:35",0.008,"2019-10-30 23:47:20",28.9,37.05,"2019-10-30 14:12:50",24.24,"2019-10-30 06:21:30",9.11,14.4,"2019-10-30 01:14:20",13.53,"2019-10-30 23:53:20"
NULL,"2019-11-01 00:00:00",72,12.1,32.93,28.65,32.22,"2019-10-31 13:09:00",26.56,"2019-10-31 01:32:20",81.9,"2019-10-31 04:31:10",60.64,"2019-10-31 12:56:50",242.6,968,"2019-10-31 13:12:40",20.96335,0,2.463,7.879,"2019-10-31 12:25:05",2.463,74.48,27.89,4.083,3.511,1012.685,1014.335,"2019-10-31 09:34:55",1011.009,"2019-10-31 03:56:10",0.058,0.06,"2019-10-31 11:09:10",0.056,"2019-10-31 21:19:55",0.008,0.009,"2019-10-31 00:33:10",0.007,"2019-10-31 22:52:05",29.97,38.73,"2019-10-31 13:30:45",25.23,"2019-10-31 01:57:10",9.08,13.55,"2019-10-31 00:02:20",12.88,"2019-10-31 23:59:35"
NULL,"2019-11-02 00:00:00",73,12.2,32.87,28.61,32.19,"2019-11-01 12:22:35",26.46,"2019-11-01 23:09:00",85.4,"2019-11-01 23:45:40",54.6,"2019-11-01 11:39:05",233.9,1210,"2019-11-01 10:49:10",20.20809,0,2.365,7.487,"2019-11-01 08:58:00",2.365,86.4,25.81,3.951,3.511,1012.811,1014.975,"2019-11-01 10:25:20",1011.207,"2019-11-01 16:17:05",0.056,0.058,"2019-11-01 12:32:25",0.055,"2019-11-01 19:47:00",0.007,0.008,"2019-11-01 00:02:25",0.006,"2019-11-01 21:14:35",30.53,39.15,"2019-11-01 14:10:00",25.67,"2019-11-01 06:06:00",9.07,12.89,"2019-11-01 00:35:00",12.17,"2019-11-01 23:54:55"
NULL,"2019-11-03 00:00:00",74,12.13,30.31,26.59,31.15,"2019-11-02 10:33:35",22.74,"2019-11-02 02:05:35",97.2,"2019-11-02 02:24:15",64.54,"2019-11-02 10:22:25",180.5,1229,"2019-11-02 10:49:50",15.59505,8.13,1.592,8.27,"2019-11-02 01:23:30",1.592,66.58,48.73,3.034,3.497,1012.247,1013.819,"2019-11-02 09:17:50",1010.98,"2019-11-02 04:01:10",0.061,0.062,"2019-11-02 08:10:45",0.054,"2019-11-02 00:22:45",0.011,0.013,"2019-11-02 12:27:50",0.006,"2019-11-02 01:08:35",27.14,31.7,"2019-11-02 10:54:30",23.7,"2019-11-02 06:02:55",9.06,12.99,"2019-11-02 09:44:40",12.15,"2019-11-02 01:13:30"
NULL,"2019-11-04 00:00:00",75,12.11,29.42,26.54,31.54,"2019-11-03 11:08:55",22.84,"2019-11-03 13:55:10",97.6,"2019-11-03 18:33:50",65.32,"2019-11-03 11:20:20",136.2,1272,"2019-11-03 11:17:20",11.77107,6.35,1.717,8.11,"2019-11-03 13:17:55",1.717,83.3,54.16,2.269,3.489,1012.339,1013.894,"2019-11-03 09:53:55",1010.919,"2019-11-03 04:39:40",0.066,0.076,"2019-11-03 22:14:10",0.06,"2019-11-03 13:13:20",0.016,0.025,"2019-11-03 22:18:20",0.01,"2019-11-03 12:40:05",26.61,33.55,"2019-11-03 11:58:25",24.87,"2019-11-03 23:50:50",8.99,13.21,"2019-11-03 22:04:25",12.61,"2019-11-03 12:51:55"
NULL,"2019-11-05 00:00:00",76,12.16,30.65,27.16,30.48,"2019-11-04 14:39:00",23.64,"2019-11-04 05:31:30",96.9,"2019-11-04 02:56:55",69.93,"2019-11-04 13:53:35",194.9,1059,"2019-11-04 11:00:30",16.84157,3.048,2.48,10.9,"2019-11-04 08:07:50",2.48,76.45,37.36,3.184,3.484,1013.176,1015.721,"2019-11-04 08:34:35",1010.93,"2019-11-04 03:21:00",0.085,0.09,"2019-11-04 10:14:30",0.075,"2019-11-04 00:00:05",0.031,0.036,"2019-11-04 12:53:30",0.024,"2019-11-04 00:05:55",26.94,32.09,"2019-11-04 14:41:15",23.77,"2019-11-04 06:45:20",8.86,13.72,"2019-11-04 07:53:05",13.12,"2019-11-04 23:57:30"
NULL,"2019-11-06 00:00:00",77,12.17,32.5,28.61,30.9,"2019-11-05 10:59:50",24.74,"2019-11-05 23:06:10",89.6,"2019-11-05 23:01:55",63.99,"2019-11-05 14:11:15",213.6,1017,"2019-11-05 11:35:00",18.45792,0.762,4.002,11.64,"2019-11-05 22:57:45",4.002,95.2,24.41,3.39,3.482,1014.636,1016.412,"2019-11-05 22:58:50",1013.09,"2019-11-05 03:35:10",0.082,0.086,"2019-11-05 00:00:05",0.076,"2019-11-05 22:04:25",0.026,0.03,"2019-11-05 00:18:40",0.021,"2019-11-05 23:40:20",28.33,34.59,"2019-11-05 13:44:00",25.27,"2019-11-05 23:41:40",8.98,13.18,"2019-11-05 00:08:45",12.4,"2019-11-05 22:40:55"
NULL,"2019-11-07 00:00:00",78,12.07,32.51,28.62,30.98,"2019-11-06 13:31:45",26.26,"2019-11-06 03:09:35",88,"2019-11-06 03:06:10",66.11,"2019-11-06 11:10:45",NULL,0,"2019-11-06 17:32:50",NULL,0.254,3.849,9.84,"2019-11-06 20:43:40",3.849,92.2,23.85,NULL,3.474,1015.29,1017.544,"2019-11-06 09:43:10",1013.63,"2019-11-06 16:10:10",0.074,0.077,"2019-11-06 03:10:40",0.07,"2019-11-06 23:12:00",0.02,0.022,"2019-11-06 00:09:55",0.017,"2019-11-06 19:29:45",28.42,34.86,"2019-11-06 13:54:35",24.99,"2019-11-06 03:53:40",8.97,12.69,"2019-11-06 08:15:05",11.93,"2019-11-06 23:36:55"
NULL,"2019-11-08 00:00:00",79,12.15,32.82,28.75,31.33,"2019-11-07 12:22:15",26.98,"2019-11-07 22:50:25",84.2,"2019-11-07 05:41:05",63.69,"2019-11-07 13:06:55",210.7,951,"2019-11-07 11:09:45",18.20553,0,2.958,9.53,"2019-11-07 02:36:00",2.958,88.6,29.81,3.484,3.472,1013.998,1015.701,"2019-11-07 09:12:10",1012.27,"2019-11-07 15:55:40",0.068,0.07,"2019-11-07 00:58:45",0.065,"2019-11-07 20:52:05",0.016,0.018,"2019-11-07 02:28:10",0.014,"2019-11-07 21:38:30",29.47,36.58,"2019-11-07 13:27:55",26.03,"2019-11-07 06:43:00",8.93,11.96,"2019-11-07 00:17:30",11.29,"2019-11-07 23:53:00"
NULL,"2019-11-09 00:00:00",80,12.09,32.26,28.31,31.16,"2019-11-08 12:07:55",25.09,"2019-11-08 04:20:50",90.9,"2019-11-08 05:06:55",65.6,"2019-11-08 11:57:40",210.8,973,"2019-11-08 10:51:15",18.21559,2.54,2.936,7.722,"2019-11-08 21:09:45",2.936,91.7,24.94,3.456,3.464,1012.422,1014.017,"2019-11-08 09:27:20",1010.316,"2019-11-08 14:08:55",0.064,0.066,"2019-11-08 07:38:55",0.062,"2019-11-08 21:46:50",0.014,0.015,"2019-11-08 16:29:20",0.013,"2019-11-08 23:36:25",28.32,34.7,"2019-11-08 15:15:25",24.54,"2019-11-08 06:00:10",8.93,11.64,"2019-11-08 09:27:10",11.11,"2019-11-08 22:04:55"
NULL,"2019-11-10 00:00:00",81,12.16,32.63,28.43,32.03,"2019-11-09 14:05:35",25.54,"2019-11-09 15:45:35",92.5,"2019-11-09 15:58:25",67.02,"2019-11-09 11:49:25",221.8,991,"2019-11-09 10:52:05",19.16737,2.54,2.663,8.33,"2019-11-09 08:24:40",2.663,109.2,28.67,3.683,3.458,1012.361,1014.139,"2019-11-09 09:37:40",1010.8,"2019-11-09 14:54:05",0.062,0.063,"2019-11-09 12:18:45",0.06,"2019-11-09 19:08:20",0.013,0.014,"2019-11-09 14:34:10",0.012,"2019-11-09 23:03:15",29.09,37.67,"2019-11-09 14:06:25",25.74,"2019-11-09 06:30:20",8.94,11.14,"2019-11-09 00:15:40",10.71,"2019-11-09 15:34:50"
NULL,"2019-11-11 00:00:00",82,12.17,32.46,28.59,31.95,"2019-11-10 13:49:40",27.11,"2019-11-10 06:28:30",87.6,"2019-11-10 06:16:40",61.54,"2019-11-10 11:55:45",198.4,1005,"2019-11-10 10:49:50",17.14332,0,2.913,7.134,"2019-11-10 11:45:25",2.913,107,25.59,3.276,3.457,1013.634,1015.733,"2019-11-10 09:52:45",1012.134,"2019-11-10 02:58:15",0.059,0.061,"2019-11-10 11:08:40",0.058,"2019-11-10 19:36:15",0.012,0.013,"2019-11-10 14:56:50",0.011,"2019-11-10 23:55:00",28.72,37.29,"2019-11-10 13:59:05",25.64,"2019-11-10 03:46:45",8.93,10.88,"2019-11-10 01:51:20",10.26,"2019-11-10 23:40:50"
NULL,"2019-11-12 00:00:00",83,12.25,33.86,28.81,31.11,"2019-11-11 12:41:40",27.16,"2019-11-11 21:16:30",82.8,"2019-11-11 21:10:50",62.71,"2019-11-11 12:19:25",249.3,1019,"2019-11-11 12:01:45",12.07691,0,2.99,8.9,"2019-11-11 21:51:45",2.99,89.8,29.97,2.323,0.252,1012.811,1014.616,"2019-11-11 10:40:30",1011.262,"2019-11-11 15:27:05",0.058,0.059,"2019-11-11 11:54:50",0.056,"2019-11-11 20:19:40",0.011,0.012,"2019-11-11 15:19:25",0.01,"2019-11-11 23:38:35",31.4,36.86,"2019-11-11 14:29:35",26.64,"2019-11-11 23:59:55",4.564,10.18,"2019-11-11 10:33:05",9.65,"2019-11-11 23:56:25"
NULL,"2019-11-13 00:00:00",84,12.18,32.57,28.33,31,"2019-11-12 13:53:00",26.83,"2019-11-12 05:21:05",77.54,"2019-11-12 00:47:05",55.45,"2019-11-12 10:51:10",237.6,916,"2019-11-12 11:54:50",20.52882,0,2.638,8.09,"2019-11-12 01:11:00",2.638,87.7,26.45,3.958,3.479,1012.3,1014.095,"2019-11-12 09:26:40",1010.531,"2019-11-12 15:37:45",0.056,0.057,"2019-11-12 11:11:45",0.054,"2019-11-12 22:55:20",0.01,0.011,"2019-11-12 14:23:10",0.009,"2019-11-12 23:47:10",29.76,38.22,"2019-11-12 14:29:55",25.17,"2019-11-12 06:07:40",8.92,9.71,"2019-11-12 01:11:00",8.95,"2019-11-12 23:59:40"
NULL,"2019-11-14 00:00:00",85,12.12,32.38,28.34,31.33,"2019-11-13 11:21:00",25.68,"2019-11-13 23:17:25",85.1,"2019-11-13 23:44:00",63.07,"2019-11-13 11:44:50",216.2,1040,"2019-11-13 12:44:15",18.67695,0,2.703,8.43,"2019-11-13 22:48:05",2.703,86.3,25.29,3.584,3.453,1012.606,1014.165,"2019-11-13 09:43:30",1011.195,"2019-11-13 15:23:35",0.054,0.056,"2019-11-13 12:45:00",0.053,"2019-11-13 23:03:55",0.009,0.01,"2019-11-13 16:46:30",0.008,"2019-11-13 23:34:20",29.92,38.12,"2019-11-13 14:33:00",25.42,"2019-11-13 04:28:20",8.85,8.97,"2019-11-13 00:29:25",8.35,"2019-11-13 22:59:35"
NULL,"2019-11-15 00:00:00",86,12.17,33.05,28.4,31.81,"2019-11-14 12:03:40",26.49,"2019-11-14 02:56:30",86.3,"2019-11-14 02:56:55",61.23,"2019-11-14 12:09:15",223,1039,"2019-11-14 12:04:55",19.26788,0,2.583,6.723,"2019-11-14 09:46:20",2.583,62.44,26.54,3.718,3.449,1013.514,1015.255,"2019-11-14 09:58:30",1011.98,"2019-11-14 03:54:55",0.053,0.055,"2019-11-14 13:30:55",0.052,"2019-11-14 22:20:55",0.008,0.009,"2019-11-14 14:41:30",0.008,"2019-11-14 22:33:20",30.28,39.05,"2019-11-14 14:21:35",26.11,"2019-11-14 04:51:15",8.87,8.4,"2019-11-14 03:56:35",7.74,"2019-11-14 23:25:20"
NULL,"2019-11-16 00:00:00",87,12.22,32.52,28.21,31.41,"2019-11-15 13:27:25",26.27,"2019-11-15 19:15:05",85.9,"2019-11-15 19:18:55",63.34,"2019-11-15 13:01:55",208.2,1173,"2019-11-15 11:08:30",17.98493,0,2.517,7.448,"2019-11-15 01:23:45",2.517,52.18,33.23,3.47,3.448,1011.832,1014.274,"2019-11-15 09:24:10",1009.808,"2019-11-15 15:34:30",0.052,0.054,"2019-11-15 13:39:40",0.051,"2019-11-15 22:17:20",0.008,0.009,"2019-11-15 15:06:35",0.007,"2019-11-15 23:50:10",30.09,38.45,"2019-11-15 14:03:35",26.19,"2019-11-15 06:30:40",8.86,7.781,"2019-11-15 01:12:35",7.156,"2019-11-15 23:20:20"
NULL,"2019-11-17 00:00:00",88,12.22,31.94,27.66,31.12,"2019-11-16 12:22:25",25.01,"2019-11-16 17:56:40",95.5,"2019-11-16 18:47:30",64.35,"2019-11-16 13:54:55",196.4,1081,"2019-11-16 13:30:00",16.96961,3.048,2.036,6.468,"2019-11-16 17:41:30",2.036,57.67,30.79,3.3,3.433,1009.264,1011.059,"2019-11-16 09:36:30",1007.619,"2019-11-16 16:28:40",0.051,0.053,"2019-11-16 13:03:05",0.05,"2019-11-16 03:57:15",0.007,0.008,"2019-11-16 16:53:00",0.006,"2019-11-16 05:42:35",28.92,37.43,"2019-11-16 15:06:35",25.11,"2019-11-16 06:34:05",8.82,7.33,"2019-11-16 10:32:35",6.961,"2019-11-16 17:40:30"
NULL,"2019-11-18 00:00:00",89,12.14,32.17,28.06,31.18,"2019-11-17 13:32:30",26.42,"2019-11-17 23:59:40",87.8,"2019-11-17 04:10:05",66.79,"2019-11-17 13:56:50",196.6,922,"2019-11-17 11:45:10",16.98769,0,1.679,6.135,"2019-11-17 08:22:00",1.679,72.45,28.39,3.376,3.427,1008.801,1010.408,"2019-11-17 09:22:20",1007.113,"2019-11-17 14:46:10",0.051,0.053,"2019-11-17 13:03:55",0.05,"2019-11-17 20:18:00",0.007,0.008,"2019-11-17 17:49:00",0.006,"2019-11-17 04:55:55",29.14,37.84,"2019-11-17 14:21:00",25.23,"2019-11-17 06:29:05",8.84,7.174,"2019-11-17 02:34:15",6.752,"2019-11-17 23:28:30"
NULL,"2019-11-19 00:00:00",90,11.02,31.56,27.56,31.69,"2019-11-18 12:36:15",23.52,"2019-11-18 23:58:20",96.4,"2019-11-18 23:55:15",64.34,"2019-11-18 12:36:20",187.7,1019,"2019-11-18 12:07:35",16.22028,0,1.412,5.723,"2019-11-18 12:17:15",1.412,70.41,46.68,3.234,3.426,1010.181,1011.873,"2019-11-18 22:10:30",1008.418,"2019-11-18 03:51:50",0.05,0.052,"2019-11-18 12:06:15",0.049,"2019-11-18 22:23:40",0.007,0.008,"2019-11-18 16:58:20",0.006,"2019-11-18 06:05:25",29.59,38.07,"2019-11-18 12:40:45",24.67,"2019-11-18 23:59:35",8.82,6.758,"2019-11-18 02:16:15",6.325,"2019-11-18 23:59:10"
NULL,"2019-11-20 00:00:00",91,12.05,30.9,26.97,31.96,"2019-11-19 12:58:10",23.58,"2019-11-19 00:00:05",96.8,"2019-11-19 00:08:40",57,"2019-11-19 12:58:05",NULL,0,"2019-11-19 17:31:25",NULL,0,1.218,6.017,"2019-11-19 14:14:45",1.218,277.6,69.33,NULL,3.431,1011.667,1013.429,"2019-11-19 21:55:15",1009.988,"2019-11-19 14:49:35",0.049,0.051,"2019-11-19 13:30:50",0.048,"2019-11-19 05:32:20",0.007,0.008,"2019-11-19 17:06:15",0.006,"2019-11-19 04:50:40",28.59,37.98,"2019-11-19 14:01:55",23.49,"2019-11-19 06:23:30",8.84,6.326,"2019-11-19 00:01:50",5.864,"2019-11-19 23:59:50"
NULL,"2019-11-21 00:00:00",92,12.22,32.54,28.21,31.74,"2019-11-20 12:31:00",24.35,"2019-11-20 00:04:15",90.3,"2019-11-20 00:18:55",64.53,"2019-11-20 11:34:35",223.4,973,"2019-11-20 10:54:45",19.30497,0,2.272,7.272,"2019-11-20 11:48:00",2.272,249.2,24.35,3.756,3.42,1011.733,1012.917,"2019-11-20 08:32:05",1010.317,"2019-11-20 14:54:40",0.049,0.05,"2019-11-20 11:54:40",0.048,"2019-11-20 21:41:20",0.006,0.007,"2019-11-20 16:13:00",0.006,"2019-11-20 02:14:40",29.66,37.55,"2019-11-20 13:16:05",25.12,"2019-11-20 00:22:15",8.77,5.865,"2019-11-20 00:01:05",5.327,"2019-11-20 23:59:40"
NULL,"2019-11-22 00:00:00",93,12.22,31.71,27.42,31.99,"2019-11-21 13:14:30",24.23,"2019-11-21 18:07:25",95.6,"2019-11-21 06:18:50",59.42,"2019-11-21 13:10:10",230,1064,"2019-11-21 11:43:25",19.86487,10.67,1.655,7.193,"2019-11-21 13:19:05",1.655,276,65.74,3.912,3.413,1011.009,1012.697,"2019-11-21 08:50:45",1009.166,"2019-11-21 15:33:25",0.053,0.067,"2019-11-21 23:13:10",0.048,"2019-11-21 00:00:05",0.01,0.025,"2019-11-21 23:54:45",0.005,"2019-11-21 07:32:25",28.55,37.55,"2019-11-21 14:55:40",23.95,"2019-11-21 06:26:45",8.81,6.025,"2019-11-21 23:21:25",5.036,"2019-11-21 16:36:45"
NULL,"2019-11-23 00:00:00",94,12.2,30.34,26.79,30.79,"2019-11-22 13:23:05",23.49,"2019-11-22 03:04:35",97.5,"2019-11-22 06:54:00",55.97,"2019-11-22 13:50:00",160.6,1175,"2019-11-22 12:05:50",13.87274,14.99,1.842,6.762,"2019-11-22 18:48:45",1.842,28.53,28.78,2.68,3.427,1011.318,1012.989,"2019-11-22 10:19:30",1009.785,"2019-11-22 03:38:50",0.164,0.222,"2019-11-22 07:00:00",0.066,"2019-11-22 00:39:15",0.079,0.116,"2019-11-22 06:51:00",0.025,"2019-11-22 00:00:10",26.37,30.79,"2019-11-22 14:24:10",24.14,"2019-11-22 04:57:50",8.28,7.877,"2019-11-22 09:15:30",6.02,"2019-11-22 02:35:15"
NULL,"2019-11-24 00:00:00",95,12.2,31.78,27.44,30.41,"2019-11-23 12:10:30",24.9,"2019-11-23 06:23:45",87.7,"2019-11-23 06:31:40",62.37,"2019-11-23 10:18:05",205.9,1131,"2019-11-23 11:22:10",17.79135,0,2.544,8.31,"2019-11-23 20:19:05",2.544,48.05,28.96,3.382,3.427,1012.69,1014.336,"2019-11-23 22:46:15",1010.939,"2019-11-23 03:33:30",0.158,0.171,"2019-11-23 00:00:50",0.142,"2019-11-23 23:30:40",0.074,0.081,"2019-11-23 00:14:35",0.065,"2019-11-23 23:59:10",26.96,33.04,"2019-11-23 14:07:25",24.21,"2019-11-23 06:58:10",8.73,7.552,"2019-11-23 00:11:10",7.031,"2019-11-23 23:07:20"
NULL,"2019-11-25 00:00:00",96,12.21,31.52,27.53,30.98,"2019-11-24 12:29:15",25.85,"2019-11-24 02:13:20",88.3,"2019-11-24 18:12:35",67.05,"2019-11-24 12:17:00",195.2,1188,"2019-11-24 12:26:30",16.86678,0,2.261,6.801,"2019-11-24 00:21:55",2.261,66.89,33.99,3.243,3.409,1012.94,1014.9,"2019-11-24 09:20:50",1011.33,"2019-11-24 14:30:15",0.131,0.142,"2019-11-24 00:00:05",0.119,"2019-11-24 23:24:45",0.059,0.066,"2019-11-24 00:07:10",0.051,"2019-11-24 23:52:55",27.93,35.15,"2019-11-24 14:24:50",24.77,"2019-11-24 04:57:20",8.73,7.072,"2019-11-24 00:42:05",6.573,"2019-11-24 23:56:00"
NULL,"2019-11-26 00:00:00",97,12.19,32.76,28.39,32.1,"2019-11-25 11:56:30",26.69,"2019-11-25 05:24:00",92.8,"2019-11-25 18:05:00",66.2,"2019-11-25 11:57:05",207.1,1106,"2019-11-25 13:13:00",17.89386,1.016,2.554,6.821,"2019-11-25 10:01:00",2.554,95.8,22.76,3.447,3.39,1012.847,1015.599,"2019-11-25 08:50:25",1011.184,"2019-11-25 15:38:50",0.103,0.119,"2019-11-25 00:00:45",0.09,"2019-11-25 08:56:10",0.037,0.052,"2019-11-25 00:03:50",0.027,"2019-11-25 08:56:10",28.78,36.73,"2019-11-25 12:59:05",25.45,"2019-11-25 05:17:20",8.77,23.67,"2019-11-25 11:35:05",0.785,"2019-11-25 09:08:05"
NULL,"2019-11-27 00:00:00",98,10.78,32.61,28.57,31.32,"2019-11-26 10:16:45",27.1,"2019-11-26 06:34:05",91.4,"2019-11-26 05:56:20",68.54,"2019-11-26 11:13:50",200.3,984,"2019-11-26 13:28:40",17.30919,0.508,3.191,8.64,"2019-11-26 09:21:15",3.191,88.5,23.45,3.262,3.385,1014.004,1015.815,"2019-11-26 22:46:25",1012.494,"2019-11-26 03:11:10",0.092,0.094,"2019-11-26 00:00:40",0.09,"2019-11-26 20:57:45",0.028,0.03,"2019-11-26 17:36:35",0.026,"2019-11-26 23:39:55",28.77,35.88,"2019-11-26 13:19:55",25.94,"2019-11-26 03:37:40",8.67,16.41,"2019-11-26 07:15:30",15.85,"2019-11-26 23:55:55"
NULL,"2019-11-28 00:00:00",99,10.07,32.7,28.48,31.82,"2019-11-27 13:05:30",26.38,"2019-11-27 20:13:20",87.9,"2019-11-27 20:29:15",67.48,"2019-11-27 13:07:50",207.6,971,"2019-11-27 12:43:50",17.93617,0,2.369,7.879,"2019-11-27 13:54:45",2.369,73.36,28.59,3.489,3.389,1014.941,1016.716,"2019-11-27 09:10:45",1013.606,"2019-11-27 15:53:10",0.089,0.09,"2019-11-27 16:39:15",0.088,"2019-11-27 16:12:45",0.027,0.029,"2019-11-27 17:40:50",0.025,"2019-11-27 06:52:00",29.38,36.87,"2019-11-27 13:45:45",25.78,"2019-11-27 04:41:10",8.68,15.89,"2019-11-27 10:38:00",15.3,"2019-11-27 23:52:55"
NULL,"2019-11-29 00:00:00",100,9.93,30.17,26.33,30.55,"2019-11-28 12:26:40",23.71,"2019-11-28 17:15:50",96.7,"2019-11-28 19:25:55",61.07,"2019-11-28 11:58:30",178.6,927,"2019-11-28 12:10:40",15.4322,27.43,1.345,7.703,"2019-11-28 02:19:35",1.345,38.92,43.66,3.023,3.401,1013.247,1015.181,"2019-11-28 10:06:40",1011.744,"2019-11-28 15:13:10",0.151,0.223,"2019-11-28 17:28:00",0.087,"2019-11-28 02:02:55",0.068,0.124,"2019-11-28 17:28:40",0.026,"2019-11-28 02:01:15",26.81,32.84,"2019-11-28 15:04:05",24.19,"2019-11-28 06:47:20",8.77,17.69,"2019-11-28 18:22:40",15.28,"2019-11-28 02:16:55"
